stop_id,stop_name,stop_lon,stop_lat
64,"Cabra, Faussagh Avenue (Church)",-6.295232782203361,53.36708858206671
65,"Cabra, Faussagh Avenue (Dingle Road)",-6.29805127641299,53.3672546442387
66,"Cabra, Faussagh Avenue (Dingle Road)",-6.30074034554992,53.3672749883703
68,"Cabra, Ventry Drive",-6.304245234666411,53.369077508046
69,"Cabra, Ventry Park Estate",-6.30334171689525,53.371392564093505
71,"Cabra, Pope John Paul II Park",-6.304438805303509,53.3702576893289
72,"Cabra, Ventry Drive",-6.30426453600163,53.368969926025
73,"Cabra, Faussagh Avenue (Dingle Road)",-6.300720678655701,53.3673915527258
74,"Cabra, Faussagh Avenue (Church)",-6.2954988140077806,53.36720023856339
75,"Cabra East, Faussagh Avenue",-6.29131731936794,53.3665472298946
77,"Cabra East, Cabra Road (Quarry Road)",-6.28957365234688,53.361309181902506
78,"Cabra East, Cabra Road (near Annamoe Terrace)",-6.28406583527474,53.3611492151906
79,"Cabra East, Cabra Road (Charleville Road)",-6.28079550562153,53.3610212509762
80,"Phibsborough, Cabra Road (North Circular Road)",-6.27605396152962,53.360862963273
81,"Phibsborough, North Circular Road (Phibsborough Road)",-6.27196662691607,53.3608757479059
82,"Phibsborough, Royal Canal Bank",-6.27154908016382,53.3607977959156
83,"Phibsborough, North Circular Road (Mater Hospital)",-6.265545096162749,53.36027924982229
84,"Phibsborough, North Circular Road (Leo Street)",-6.26370178059102,53.36016256159621
85,"Drumcondra (Dublin), Homefarm Road",-6.25192557043456,53.3736615235483
86,"Whitehall (Dublin City), Garda Station",-6.25116639066169,53.3760502204589
87,"Whitehall (Dublin City), Sherkin Gardens",-6.2548802899246,53.3767517255719
88,"Whitehall (Dublin City), Walnut Rise",-6.257699228645611,53.3772872552991
90,Ballymun Road (St.Pappin's Road),-6.26526567275522,53.386385531673795
91,Ballymun Road (Glasnevin Avenue),-6.265408142076829,53.388427889648284
92,"Wadelai, Ballymun Library",-6.2646742403610505,53.3898373340512
93,"Wadelai, Ballymun Road (Opp Shanlis Road)",-6.26415297561013,53.392301467749704
94,"Ballymun, Civic Centre",-6.26437695995448,53.396034762411496
102,"Ballymun, Balbutcher Lane (Árd Na Meala)",-6.26771985697013,53.3977730701661
104,"Poppintree, Balbutcher Lane (Carrig Road)",-6.276815849077631,53.3996843452926
105,"Ballymun, Balbutcher Lane (Cranogue Road)",-6.28176785224465,53.4029374784001
107,"Ballymun, Balbutcher Lane (Cranogue Road)",-6.27968361815462,53.4020356254331
110,"Ballymun, Balbutcher Lane (Árd Na Meala)",-6.2686905572162415,53.3979399488216
112,"Ballymun, Civic Centre",-6.2639510403018,53.3961544015462
113,"Ballymun, Comprehensive School",-6.26370325464247,53.392267962926205
114,"Wadelai, Ballymun Road (Shanliss Road)",-6.263711229252371,53.391333322054386
115,"Whitehall (Dublin City), Ballymun Road (Albert College Drive)",-6.26506943988923,53.3878836841267
116,"Whitehall (Dublin City), Griffith Lawns",-6.25966673989336,53.3776934606437
117,"Whitehall (Dublin City), Walnut Rise",-6.25754570845526,53.3773659067251
118,"Whitehall (Dublin City), Sherkin Gardens",-6.253592098576809,53.376643001690795
119,"Drumcondra, Upper Drumcondra Road (Griffith Avenue)",-6.25076574528234,53.3751904807235
126,"Ballymun, Nursing Home",-6.2640869605604514,53.3990954666854
127,"Ballymun, Silver Swan Nursing Home",-6.26368042823971,53.3991075304805
128,"Wadelai, Glasnevin Avenue (Ballymun Road)",-6.26582313262043,53.389314748294794
129,"Wadelai, Glasnevin Ave (Glasnevin Dr)",-6.27142293606878,53.389890315447396
130,"Glasnevin North, Glasnevin Park",-6.27418126942506,53.3900920127596
131,"Glasnevin North, Glasnevin Avenue (Beneavin Drive)",-6.27834923697209,53.3903858902625
132,"Glasnevin North, Beneavin Park",-6.28266046316236,53.390483946460286
133,"Glasnevin North, Grove Park Road",-6.28630150947292,53.3907969275881
134,"Glasnevin North, Sycamore Road (Willow Park Crescent)",-6.2860738654356085,53.393094591320285
136,"Finglas, McKee Road",-6.2898565965000905,53.3943802013895
137,"Finglas, Clancy Avenue",-6.292630794814321,53.392316719630394
138,"Finglas, Saint Canice's School",-6.2923507695254886,53.3899219036799
139,"Glasnevin North, Glasnevin Avenue",-6.286459717488719,53.390601462424094
140,"Glasnevin North, Beneavin Park",-6.2823677201561,53.390659494831496
141,"Glasnevin North, Glasnevin Avenue (Beneavin Drive)",-6.27809124468715,53.3904450850916
142,"Glasnevin North, Glasnevin Park",-6.27417727164297,53.39019082334129
143,"Wadelai, Glasnevin Ave (Glasnevin Dr)",-6.2692433699802015,53.389876708405
146,"Glasnevin, Na Fianna Football Ground",-6.265006968547361,53.37537139790529
147,"Glasnevin, Dean Swift Bridge",-6.26583086212365,53.3724802262386
148,"Glasnevin, Mobhi Road (Botanic Road)",-6.26806850705825,53.3706701663468
149,"Glasnevin, Mobhi Road (Mobhí Drive)",-6.26598446613778,53.37313858725571
150,"Glasnevin, Na Fianna Football Ground",-6.264995283028232,53.3756588461862
151,"Glasnevin, Botanic Gardens",-6.26929382771155,53.371955260019206
153,"Glasnevin, Meteorological Office",-6.270087554537059,53.375732766346395
154,"Glasnevin, Saint Brigid's School",-6.275557037186509,53.3772589962512
155,"Glasnevin, Old Finglas Road",-6.2795755271757185,53.3778742492869
156,"Glasnevin, Tolka Road Estate #1",-6.2816647390949205,53.37862339008601
157,"Glasnevin, Griffith Road",-6.281637825177653,53.3804116224166
158,"Glasnevin, Griffith Road",-6.28368956273439,53.381348935624
159,"Glasnevin, Griffith Parade",-6.282835112461081,53.382783719157295
164,"Glasnevin North, Beneavin Road",-6.28048792293046,53.3884303639456
165,"Beneavin Road, Junction Beneavin Park",-6.28377124881097,53.3890348746719
166,"Glasnevin North, Beneavin School",-6.28630514857365,53.3895835973683
167,"Glasnevin North, Beneavin Road (Ballygall Road East)",-6.28698758531706,53.3901866021356
168,"Beneavin Road, Junction Beneavin Park",-6.28442373469443,53.38925996688721
169,"Glasnevin North, Beneavin Road",-6.2801119099585305,53.3884339346694
173,"Glasnevin, Glasnamana Place",-6.28054674839469,53.3821216122982
174,"Glasnevin, Tolka Road Estate",-6.2809505621077095,53.380680354947394
175,"Glasnevin, Tolka Road Estate #1",-6.28156753895514,53.37842425373101
176,"Glasnevin, Old Finglas Road",-6.27929860607809,53.3780320419735
177,"Glasnevin, Ballygall Road East",-6.27622403515383,53.3804683765673
178,"Glasnevin, West Park Drive",-6.27634698261825,53.381890263169296
179,"Glasnevin, Ballygall Road East",-6.2760052198013305,53.380303431276204
181,"Glasnevin, Old Finglas Road (Cremore Ave)",-6.27422370686192,53.3771498433764
182,"Glasnevin, Meteorological Office",-6.26989591672556,53.3756401078363
183,"Glasnevin, Botanic Gardens",-6.26875318486038,53.372315929121505
184,"Glasnevin, Botanic Road,Cliftonville",-6.26897935449929,53.3697036819826
185,"Glasnevin, Botanic Road",-6.27002113927784,53.3681009359861
186,"Glasnevin, Prospect Road",-6.27158997755118,53.365355342635
187,"Phibsborough, Phibsboro Road",-6.272447365338321,53.362734252360404
188,"Phibsborough, Phibsboro Road (NCR)",-6.27258314915011,53.3601206877553
189,"Phibsborough, Broadstone",-6.2734688155533895,53.357167439488286
190,"Phibsborough, Broadstone Depot",-6.2733710740057385,53.35512573041449
191,"Phibsborough, Youth Club",-6.26937692305375,53.35507685452539
192,"Phibsborough, Mountjoy Street",-6.2680764696391496,53.356397211235894
193,"Finglas, McKee Road",-6.294104034873941,53.391196305978795
194,"Phibsborough, Saint Dominic's Youth Club",-6.26997931103775,53.35504064955179
195,"Phibsborough, Constitution Hill",-6.27357097973096,53.35501177787671
196,"Phibsborough, Broadstone Depot",-6.27375070406954,53.356883899290715
197,Phibsboro Road (Monck Place),-6.27323137351173,53.358952631612
198,"Phibsborough, Phibsboro Shopping Centre",-6.27283781041661,53.3616253828786
199,"Phibsborough, Phibsboro Road",-6.272291246225191,53.36362181149821
200,"Glasnevin, Prospect Way",-6.2715964439380185,53.36742269263121
201,"Glasnevin, Botanic Road",-6.27011862691081,53.36829109866
202,"Glasnevin, Fairfield Road",-6.2689039775337605,53.3700800875498
203,"Drumcondra, Whitehall Garda Station",-6.25001002810673,53.3763927937136
204,"Whitehall, Highfield Hospital",-6.2466621927376105,53.379588357566995
205,"Whitehall, Swords Road",-6.24542973242025,53.3814128035703
206,"Whitehall, Collins Avenue West ( Larkhill Road)",-6.24747670792428,53.3835460890329
207,"Whitehall, Larkhill Road",-6.2498747827680186,53.38482163073629
208,"Whitehall, Glendun Road",-6.24795040815756,53.3866539303158
209,"Whitehall, Glentow Estate",-6.24591044728043,53.38727111052901
210,"Whitehall, Crestfield Road",-6.24831772849056,53.387594081272795
211,"Whitehall (Dublin City), Saint Aidan's School",-6.2491603305941785,53.3842808561631
212,"Whitehall, Collins Avenue West ( Larkhill Road)",-6.24625839753322,53.383195635127706
213,"Whitehall, Iveragh Road",-6.244913768139418,53.381531050665
214,"Whitehall, Highfield Hospital",-6.246654551825559,53.379408483572995
215,"Whitehall, Collins Avenue West",-6.2424494292295005,53.381872287004796
216,"Beaumont (Dublin City), Yellow Road",-6.23819131969338,53.3823308174836
217,"Whitehall, Beaumont Road",-6.2368011222044695,53.384323621843
218,"Beaumont, Shantalla Road (Beaumont Road)",-6.23362253145054,53.3855709097602
220,"Whitehall, Swords Road",-6.24498084117383,53.387940539655396
233,"Beaumont, Shantalla Road (Beaumont Road)",-6.233536994159019,53.3858213105789
234,"Beaumont, Beaumont Grove",-6.2348208427180385,53.3849504827242
235,"Whitehall, Beaumont Road Collinswood Estate",-6.237249456510591,53.3832966131819
236,"Beaumont (Dublin City), Yellow Road",-6.238158860037861,53.382024743095705
237,"Whitehall, Collins Avenue",-6.24352519975875,53.3820319328819
242,"Beaumont, Beaumont Road",-6.23201042765,53.385654898567104
243,"Beaumont, Beaumont Road",-6.229539674546992,53.3857800608389
244,"Beaumont, Elmount Rise",-6.22349851566417,53.38499821368529
245,"Beaumont, Whitethorn Crescent",-6.21956660604612,53.38447224442
246,"Artane, Beaumont Recreational Centre",-6.216230877169959,53.3851504766469
247,"Artane, Ardlea Road (near A1 pub)",-6.21450075590277,53.3869761610588
248,"Artane, Maryfield Drive",-6.21446963135785,53.3855645601725
249,"Artane, Beaumont Recreational Centre",-6.21614974496396,53.384933549178804
250,"Beaumont, Whitethorn Crescent",-6.22024531610136,53.3844194499785
251,"Beaumont, Skelly's Lane (Elmount Rise)",-6.22324871269866,53.3848596736854
252,"Beaumont, Skelly's Lane (Opp Beaumont Crescent)",-6.22796991791541,53.385568015837094
253,"Kilmore, Beaumont Hospital",-6.22439004685405,53.3899459507358
254,"Kilmore, Beaumont Hospital",-6.22410611366838,53.390265298443296
255,"Beaumont, Coolgreena Road",-6.2315318724174285,53.385593880418995
261,"Dublin, Parnell Square North",-6.26285336122227,53.3540562845333
262,"Dublin, Garden of Remembrance",-6.262752648921079,53.3539469610394
263,"Dublin, Garden of Remembrance",-6.2625054539801,53.3537456234947
264,"Dublin, Gaelscoil Cholaiste Mhuire",-6.26225862681692,53.353535302671204
265,"Dublin, Gate Theatre",-6.26205538070461,53.3533615685145
270,"Dublin, Upper O'Connell Street",-6.26042429163433,53.3506233915308
271,"Dublin, Lower O'Connell Street",-6.259485419972121,53.34859636258179
272,"Dublin, Upper O'Connell Street",-6.26078060573293,53.3514644798917
273,"Dublin City South, O'Connell Bridge",-6.258819401539579,53.347247415952395
274,"Dublin, Millennium Spire",-6.26072086862175,53.3503490838222
276,"Ashtown, River Road",-6.3317965831285585,53.377402200924905
277,"Dublin, Citizens Information Service",-6.260506319786919,53.35082232581801
278,"Dublin, Cathal Brugha Street",-6.26116068128307,53.3513531741087
279,"Dublin, Millennium Spire",-6.26060954701665,53.35013174640929
281,"Rotunda, Dublin Bus Head Office",-6.260968420751469,53.350909954842386
284,"Ashtown, Rathbourne Avenue",-6.32838928381528,53.3772826239301
286,"Dublin, Cathal Brugha Street",-6.260548478066943,53.3520003824172
288,"Dublin, Irish Life Mall",-6.2550898269972,53.349197279872506
289,"Dublin, Irish Life Mall",-6.25629812341943,53.349035182347095
291,"Dublin, National Lottery Head Quarters",-6.2568879893772005,53.3489359441274
292,"Dublin, Irish Life Mall",-6.2563025232073,53.3489273892572
293,"Dublin, National Lottery Head Quarters",-6.25710145511176,53.3488581695532
297,"Dublin, Eden Quay",-6.25687337517716,53.3481897170169
298,"Dublin, Liberty Hall",-6.2563318544017985,53.3482087686015
299,"Dublin, Liberty Hall",-6.25603052041444,53.348231328761216
300,"Dublin, Liberty Hall",-6.2557460316124,53.348209193839
301,"Dublin, Marlborough Street",-6.25707842203133,53.347950033409795
302,"Dublin, Eden Quay",-6.25677195870995,53.3480983541306
303,"Dublin, Eden Quay",-6.25807761286941,53.34775789892221
307,"Warrenmount, O'Donovan Road",-6.280087464165209,53.334577089465895
308,"Warrenmount, Oscar Square",-6.279533656924071,53.3367711889546
309,"Warrenmount, Ardee Street",-6.2789195881599404,53.337849891796395
312,"Temple Bar, Wellington Quay",-6.2662061554843,53.3454764728264
313,"Dublin, Lower Liffey Street",-6.2619724977107225,53.34690690074449
315,"Dublin, Bachelors Walk",-6.26207684589386,53.3469263969899
317,"Dublin City South, Westmoreland Street",-6.25910057954255,53.3462448501457
318,Westmoreland Street (O'Connell Bridge),-6.25909801737036,53.34630772957029
319,"Dublin City South, Westmoreland Street",-6.25929205738211,53.34596901234671
320,"Dublin City South, Westmoreland Street",-6.25929424743901,53.3455466028366
322,"Ballymun, Gulliver's Retail Park",-6.26535084532186,53.4042549924644
325,"Temple Bar, Aston Quay",-6.25992180730209,53.346733200297784
326,"Temple Bar, Aston Quay",-6.26048380541737,53.3465796093979
328,"Temple Bar, Aston Quay",-6.26107582175627,53.3464264533881
329,"Temple Bar, Aston Quay",-6.26171103970584,53.346318864461296
333,"Dublin City South, O'Connell Bridge House",-6.2584082395916125,53.346648199236895
334,"Dublin City South, D'Olier Street",-6.25812559112216,53.346581156205
335,"Dublin City South, D'Olier House",-6.25780816657112,53.3462619374052
336,"Dublin City South, Ashfield House",-6.25771846673947,53.3462516394294
340,"Dublin City South, Pearse Street Garda Station",-6.25613609916844,53.3460128066369
342,Trinity College,-6.25680026075817,53.34556411831739
345,"Trinity College, Garda Station",-6.2562931940713,53.345475815469
346,"Trinity College, Garda Station",-6.256532266224,53.3455062736618
350,"Dublin City South, Lower Sandwith Street",-6.24976824959424,53.34563194158171
351,"Pearse Station, Pearse Street",-6.24524997856558,53.3433724681717
352,"Grand Canal Dock, Pearse Square",-6.2424121399899,53.342989145803095
353,"Grand Canal Dock, Pearse Street",-6.23964903171023,53.342615846380795
354,"Grand Canal Dock, Barrow Street",-6.2365865256356905,53.3422200812999
355,"Grand Canal Dock, Ringsend Bus Depot",-6.23292593610588,53.341761451106606
356,"Ringsend, Bridge Street",-6.226717443134639,53.3419030234416
357,"Irishtown, Irishtown Road",-6.223121474898571,53.33917104396689
371,"Irishtown (Dublin City), Irishtown Gospel Hall",-6.22305458253422,53.3386127807367
372,"Sandymount, Star Of The Sea Church",-6.21953823532786,53.33542347697951
373,"Sandymount, Farney Park",-6.2178892725965405,53.334275331271286
374,"Sandymount, Sandymount Road",-6.21644898414059,53.3331662348684
375,"Sandymount, Seafort Avenue",-6.214402146218751,53.3339984812299
376,"Sandymount, Strand Road (Lea Road)",-6.2092542646162,53.33071252622501
377,"Sandymount, Strand Road (Gilford Road)",-6.20884189534073,53.328728929230614
378,"Sandymount, Sandymount Tower",-6.20733447201422,53.3256502919022
380,"Sandymount, Saint John's Road East",-6.20923477230439,53.3247260855137
381,"Sandymount, Saint John's Church",-6.21230406086853,53.32420586828171
382,"Sandymount, Seamount House",-6.20764288276518,53.3250976571988
383,"Sandymount, Strand Road (Gilford Road)",-6.20892482063583,53.32854142198861
384,"Sandymount, Strand Road (Lea Road)",-6.2101616048599695,53.331633952391996
385,"Sandymount, Newgrove Avenue",-6.21122768794003,53.332351023118
387,"Sandymount, Sandymount Road",-6.215741057677491,53.3324995101993
388,"Irishtown, Sandymount Road",-6.218480172552121,53.33450886196511
389,"Irishtown, Sandymount Road",-6.21963388936862,53.33529008179621
390,"Sandymount, Tritonville Road",-6.22226650556187,53.3377022219536
391,"Ringsend, Irishtown Road",-6.22394334704278,53.3399922179904
392,"Ringsend, Saint Patrick's Church",-6.22741532105921,53.3417336311665
393,"Sandymount, Cranfield Place",-6.22237479685263,53.33690388771689
395,"Ringsend, Ringsend Road",-6.235276454416339,53.341940053565104
396,"Grand Canal Dock, Pearse Street",-6.23955025594793,53.342461590373794
397,"Grand Canal Dock, Saint Andrew's Resource Centre",-6.242015007307613,53.3427855554404
398,"Pearse Station, Pearse Street",-6.245478446867889,53.3432949350359
399,"Pearse Station, Pearse Street",-6.248158500364139,53.3438646181754
400,"Trinity College, Shaw Street",-6.25283825801258,53.344751161599206
404,"Trinity College, Nassau St. (Opp. Frederick St)",-6.256420741906871,53.3427183259381
405,"Trinity College, South Frederick's Street",-6.2556043726643,53.342481689181604
406,"Trinity College, Northern Ireland Tourist Board",-6.25621463756987,53.3426164442785
407,Custom House Quay,-6.2538765059951125,53.3483795866679
408,Merrion Square North,-6.25001923957642,53.3409707826238
409,"Merrion Square, Holles Street",-6.24769559556976,53.3401367313169
410,"Dublin City South, Lower Mount Street",-6.24389039032328,53.3388134508634
411,"Dublin City South, Lower Mount Street",-6.241771553501401,53.3381171192211
412,"Dublin City South, Northumberland Road",-6.2372793190562,53.3352555102366
413,"Dublin City South, Northumberland Road",-6.236546394051532,53.334094193305
414,"Ballsbridge, Northumberland Road",-6.234595488264179,53.331521686467
415,"Ballsbridge, Elgin Road",-6.23294774966437,53.3303378154068
416,"Ballsbridge, Merrion Road RDS",-6.22936956914703,53.3286399201175
417,"Ballsbridge, Merrion Road (Sydenham Road)",-6.225970420488548,53.327699585650606
418,"Ballsbridge, British Embassy",-6.22339529752618,53.3257198105114
419,"Ballsbridge, Merrion Road",-6.22044950312351,53.3239951058417
420,"Ballsbridge, Merrion Road",-6.2175039217274914,53.3219108012885
421,"Merrion, Merrion Road (Ailesbury Road)",-6.21449112042242,53.320005179421386
422,"Merrion, Saint Vincent's Hospital",-6.2103242807078205,53.318064191863
423,"Merrion, Herbert Avenue",-6.2074056582811785,53.31714850413421
424,"Merrion, Merrion Gates",-6.203726866213441,53.315394380198796
476,"Merrion, Merrion Gates",-6.204762522732638,53.31575152637061
477,"Merrion, Merrion Road (Estate Ave)",-6.20695232009333,53.31686305468221
478,"Merrion, Saint Vincent's Hospital",-6.211267825308878,53.3181142989155
479,"Merrion, Merrion Shopping Centre",-6.2134012866997095,53.319143967621
480,"Merrion, Merrion Road (Ailesbury Road)",-6.2162872053677,53.3208499799872
481,"Ballsbridge, Merlyn Road",-6.21826644297958,53.3223446397546
482,"Ballsbridge, Merrion Road",-6.22196529496771,53.3247277780849
483,"Ballsbridge, Merrion Road",-6.223939234450589,53.3259975565216
485,"Ballsbridge, Merrion Road RDS",-6.22875091277159,53.3283521017921
486,"Ballsbridge, Merrion Road RDS",-6.2288690881315985,53.32839879740789
487,"Ballsbridge, American Embassy",-6.233874524232402,53.330800948997
488,"Dublin City South, Lansdowne Park",-6.23607694701108,53.3330985546294
489,"Dublin City South, Northumberland Road",-6.2373523126562,53.3349420031452
490,"Dublin City South, Northumberland Road",-6.238829547719799,53.336626630316296
491,"Dublin City South, Lower Mount Street",-6.241333510886741,53.3378140535091
492,"Dublin City South, Lower Mount Street",-6.24361446215909,53.338584685142
493,"Merrion Square, Holles Street",-6.24737682273898,53.3398534163774
494,Clare Street,-6.251626258050162,53.3413358933187
495,"Pearse Station, Outside Train Station",-6.2497467051690325,53.3435913198129
496,Busáras,-6.25231438637282,53.3494802300675
497,Outside Connolly Station,-6.250694343223818,53.3505260753991
499,"Ballybough, Summerhill Parade",-6.2491164469991896,53.357504675521604
500,"North Strand, Ballybough Road (Foster Terrace)",-6.24628915528184,53.3590360763177
501,"North Strand, Ballybough Road (Clonliffe Road)",-6.24369637425144,53.36070568468821
509,"North Strand, Ballybough Road (Clonliffe Road)",-6.24332503950194,53.3606013493589
510,"North Strand, Ballybough Road (Foster Terrace)",-6.245802758049308,53.359172736644
511,"Ballybough, Summerhill Parade",-6.24863523337024,53.3575155897132
513,"Summerhill, Summerhill Road",-6.254015974458518,53.3552575357682
515,"Connolly Station, Amiens Street",-6.2481945480034184,53.3536082775389
516,"North Strand, Marino College of Further Education",-6.2457038395300986,53.355728832895785
518,"Ballybough, North Strand Road",-6.24092940256284,53.3589392077014
519,"North Strand, Annesley Bridge",-6.239534528658968,53.3603387601165
521,"Ballybough, Fairview Park",-6.23797846068553,53.361637047048205
522,"Fairview, Fairview Footbridge",-6.23541597469797,53.3632889490287
523,"Fairview, Marino College Fairview",-6.23176916143433,53.3642686011137
525,"Clontarf, Howth Road",-6.226330911163171,53.364960873510896
526,"Clontarf, Copeland Grove",-6.22111227858032,53.36686957214789
527,"Clontarf, Howth Road (St.Lawrence Road)",-6.21267888054445,53.3680198762275
528,"Clontarf, Castle Grove",-6.20993674463178,53.3692640806971
529,"Killester, Howth Road (Collins Avenue)",-6.20753649495154,53.3705942520024
530,"Killester, Howth Road (Castle Ave)",-6.20402332968282,53.371224532344506
531,"Killester, Howth Road (Furry Park Road)",-6.20144457927604,53.3732170200372
532,"Raheny, Howth Road (Brookwood Avenue)",-6.19389907203514,53.375718621976006
533,"Raheny, Howth Road (Ennafort Park Estate)",-6.187056139524421,53.3775832778026
534,"Raheny, Garda Retirement Home",-6.181899870786508,53.3786553262457
535,"Raheny, Raheny Shopping Centre",-6.1774132643626,53.380231731956606
536,"Raheny, Raheny Village",-6.17351172677606,53.3804237567076
537,"Raheny, Avondale Park",-6.1681526349772575,53.3799012003047
538,"Raheny, Howth Road (Maywood Road)",-6.164264183188549,53.3801380645862
539,"Raheny, Howth Road (The Old Sheiling)",-6.15935564153758,53.3806736618095
540,"Raheny, Howth Road (Greendale Road)",-6.1551179435333,53.381336276367904
541,Howth Road (Blackbanks),-6.15202806844666,53.3818727077497
542,"Bayside, Dublin Road (Kilbarrack Road)",-6.14626794992908,53.3836619200447
591,"Bayside, Dublin Road (Kilbarrack Road)",-6.144375376760429,53.3843156154467
592,Dublin Road (James Larkin Road),-6.148533881521209,53.38271737603621
593,Howth Road (Blackbanks),-6.15113744949444,53.3819577847972
594,"Raheny, Howth Road (Greendale Road)",-6.15556136213264,53.38116336555671
595,"Raheny, Berehaven Place",-6.15923856299832,53.38059995044121
596,"Raheny, Howth Road (Maywood Road)",-6.161793972076911,53.380252843323795
597,"Raheny, Howth Road (Maywood Road)",-6.1647052349351386,53.380019012908704
598,"Raheny, Howth Road (Avondale Park)",-6.16913254174957,53.37983534289129
599,"Raheny, Raheny Library",-6.17301945078285,53.3803353283041
600,"Raheny, Howth Road",-6.17622535059706,53.380240549861796
601,"Raheny, Howth Road (Cill Eanna Estate)",-6.179649825114112,53.3792502012084
602,"Raheny, Cill Eanna Estate (Opposite Ennafort Park)",-6.1830490710099015,53.37814252479011
603,"Raheny, Ennafort Park Estate",-6.18742542966496,53.377382159008704
604,"Raheny, All Saints Road",-6.19079085973447,53.376354644009396
605,"Raheny, Howth Road (Brookwood Avenue)",-6.19355625373816,53.37565051624341
606,"Killester, Saint Bridget's Church",-6.19786466034239,53.37470897840079
607,"Killester, Howth Road (Furry Park Road)",-6.20216614864388,53.3724998515806
608,"Killester, Howth Road (Castle Ave)",-6.20413262235646,53.3711273073464
